Full_date_start,Year_start,Month_start,Day_start,Full_date_end,Year_end,Month_end,Day_end,Country,Location,Type,Sub_Type,Name,Killed,Cost_dollars,Affected,Id
26101997,1997,10,26,26111997,1997,11,26,Ethiopia,Afder and Liben districts,Flood,General flood,,297,65000,,1997-0270
25101954,1954,10,25,25101954,1954,10,25,Italy,Salerno,Mass movement wet,Landslide,,297,5466,,1954-0058
8071977,1977,7,80,8071977,1977,7,80,Korea Rep,Seoul area,Flood,,,297,74000,20,1977-0079
1072005,2005,7,10,10112005,2005,11,10,India,Uttar Pradesh and Bihar s,Epidemic,Viral Infectious Diseases,Japanese encephalitis,296,1145,,2005-0631
29072005,2005,7,29,13092005,2005,9,13,India,"Uttar Pradesh, Bihar",Epidemic,Viral Infectious Diseases,Japanese encephalitis,296,939,,2005-0479
122002,2002,12,,15012003,2003,1,15,Zaire/Congo Dem Rep,Kinshasa,Epidemic,Viral Infectious Diseases,Influenza,296,30878,,2002-0872
29122001,2001,12,29,29122001,2001,12,29,Peru,Lima,Miscellaneous accident,Fire,Commercial centre 'Mesa Redonda',291,134,,2001-0705
121984,1984,12,,121984,1984,12,,India,Northeast,Extreme temperature,Cold wave,,290,,,1984-0115
3071988,1988,7,30,3071988,1988,7,30,Iran Islam Rep,"Persian Gulf, Ormuz Detro",Transport Accident,Air,Airbus A300,290,,,1988-0299
81962,1962,8,,81962,1962,8,,Korea Rep,,Flood,,,290,,,1962-0035
8112001,2001,11,81,8112001,2001,11,81,Philippines,"Camiguin Isl., Cagayan de",Storm,Tropical cyclone,Lingling (Nanang),290,1060147,22.7,2001-0614
121991,1991,12,,121991,1991,12,,Tanzania Uni Rep,,Epidemic,Bacterial Infectious Diseases,Cholera,290,,,1991-0677
2021988,1988,2,20,2021988,1988,2,20,Brazil,"Baixada Fluminense, Petro",Flood,General flood,,289,3020734,1000,1988-0071
5111988,1988,11,51,5111988,1988,11,51,Philippines,"Manilla, Tagalog, Bicol, ",Storm,Tropical cyclone,Skip (Yoning),289,1045029,149.06,1988-0506
72003,2003,7,,82003,2003,8,,Slovenia,,Extreme temperature,Heat wave,,289,,80,2003-0391
71965,1965,7,,71965,1965,7,,Iran Islam Rep,East and North East Provi,Epidemic,Bacterial Infectious Diseases,Cholera,288,2500,,1965-0039
10072000,2000,7,10,10072000,2000,7,10,Philippines,Manilla,Mass movement wet,Subsidence,Garbage,287,2838,,2000-0414
2081999,1999,8,20,2081999,1999,8,20,India,Gaisan (Bengal Occidental,Transport Accident,Rail,,285,300,,1999-0252
1991,1991,,,1991,1991,,,Tanzania Uni Rep,,Epidemic,Bacterial Infectious Diseases,,284,1733,,1991-0768
51985,1985,5,,51985,1985,5,,China P Rep,Yunnan province,Flood,,,283,14000,1.4,1985-0058
25121996,1996,12,25,25121996,1996,12,25,Malta,,Transport Accident,Water,Boat 'Franship',283,,,1996-0402
13111998,1998,11,13,29111998,1998,11,29,Viet Nam,"Quang Binh, Khanh Hoa, Qu",Storm,Tropical cyclone,"Chip, Elvis , Dawn",283,2440092,93.2,1998-0374
24111999,1999,11,24,24111999,1999,11,24,China P Rep,"Shandong, Yantai",Transport Accident,Water,Car-Ferry Dashun,282,,,1999-0541
24062002,2002,6,24,24062002,2002,6,24,Tanzania Uni Rep,Mpwapwa (Dodoma region),Transport Accident,Rail,,281,230,,2002-0380
31963,1963,3,,31963,1963,3,,Chile,,Earthquake (seismic activity),Earthquake (ground shaking),,280,460,235,1963-0010
11982,1982,1,,121982,1982,12,,Indonesia,"Irian Jaya, East Timor",Drought,Drought,,280,,,1982-9007
6041998,1998,4,60,6041998,1998,4,60,Nigeria,Akwa Ibom,Transport Accident,Water,,280,,,1998-0467
12072006,2006,7,12,20072006,2006,7,20,Korea Dem P Rep,"South Pyongan, North Hwan",Flood,Flash flood,,278,84500,,2006-0361
7031983,1983,3,70,7031983,1983,3,70,China P Rep,"Mt.Sale (Dongxiang arera,",Mass movement dry,Landslide,,277,,,1983-0051
8092008,2008,9,80,8092008,2008,9,80,China P Rep,"Taoshi, near Linfen (Shan",Mass Movement Wet,Landslide,,277,35,,2008-0398
12021946,1946,2,12,12021946,1946,2,12,Algeria,Constantine,Earthquake (seismic activity),Earthquake (ground shaking),,276,,,1946-0001
4101968,1968,10,41,4101968,1968,10,41,Nepal,East,Flood,General flood,,276,1000,0.3,1968-0075
72001,2001,7,,72001,2001,7,,Russia,Moscou,Extreme temperature,Heat wave,,276,,,2001-0404
30101961,1961,10,30,31101961,1961,10,31,Belize,Belize city   other towns,Storm,Tropical cyclone,Hattie,275,,60,1961-0013
41983,1983,4,,41983,1983,4,,China P Rep,Hunan province,Storm,Local storm,,275,11000,,1983-0063
22121983,1983,12,22,22121983,1983,12,22,Guinea,Gaoual-Koumbia area,Earthquake (seismic activity),Earthquake (ground shaking),,275,21436,,1983-0161
101961,1961,10,,101961,1961,10,,Honduras,,Storm,Tropical cyclone,,275,,,1961-0052
12000,2000,1,,12000,2000,1,,India,"Bihar, Northern & Eastern",Extreme temperature,Cold wave,,275,,,2000-0020
11992,1992,1,,11992,1992,1,,India,Bihar state,Extreme temperature,Cold wave,,275,,,1992-0500
19022003,2003,2,19,19022003,2003,2,19,Iran Islam Rep,Near Kerman,Transport Accident,Air,Iliouchine,275,,,2003-0094
3091998,1998,9,30,12091998,1998,9,12,Mexico,"Chiapas State, Baja Calif",Flood,Storm surge/coastal flood,,274,25000,602.7,1998-0289
17051976,1976,5,17,17051976,1976,5,17,Philippines,"Luzon, Manila",Storm,Tropical cyclone,Olga (Didang),274,2700000,85,1976-0038
23011989,1989,1,23,23011989,1989,1,23,Soviet Union,"Sharora, Okulibolo, Okuli",Earthquake (seismic activity),Earthquake (ground shaking),,274,12051,24.8,1989-0027
29041994,1994,4,29,29041994,1994,4,29,Kenya,Mombassa,Transport Accident,Water,Ferry,272,71,,1994-0628
3031992,1992,3,30,3031992,1992,3,30,Turkey,Near Zonduldak,Industrial Accident,Explosion,Coal mine,272,,,1992-0026
6061994,1994,6,60,6061994,1994,6,60,Colombia,"Toez, Irlanda, Belalcazar",Earthquake (seismic activity),Earthquake (ground shaking),,271,37416,2.4,1994-0059
2081968,1968,8,20,2081968,1968,8,20,Philippines,"Luzon Is., Manila",Earthquake (seismic activity),Earthquake (ground shaking),,271,261,5,1968-0061
26121996,1996,12,26,28121996,1996,12,28,Malaysia,"Keningau, Sulaman, Tampar",Storm,Tropical cyclone,Greg,270,4176,52,1996-0282
81956,1956,8,,81956,1956,8,,Pakistan,,Flood,,,270,,,1956-0041
20111973,1973,11,20,20111973,1973,11,20,Philippines,"(1) Central, (2) Capiz pr",Storm,Tropical cyclone,Vera,270,3400024,,1973-0049
10102001,2001,10,10,10102001,2001,10,10,Poland,"North, East regions",Extreme temperature,Cold wave,,270,,,2001-0661
29041991,1991,4,29,29041991,1991,4,29,Soviet Union,"Kutaisi, Dahava, Kraisi, ",Earthquake (seismic activity),Earthquake (ground shaking),,270,251500,1700,1991-0117
12031993,1993,3,12,12031993,1993,3,12,United States,"Texas, Louisiana, Mississ",Storm,,,270,,5000,1993-0424
11982,1982,1,,11982,1982,1,,United States,East,Storm,,,270,,1000,1982-0019
5091969,1969,9,50,5091969,1969,9,50,Guatemala,Pacific Coast region,Storm,Tropical cyclone,Francelia,269,10200,15,1969-0091
26122006,2006,12,26,26122006,2006,12,26,Nigeria,Lagos,Industrial Accident,Explosion,Oil pipeline,269,65,,2006-0684
91983,1983,9,,91983,1983,9,,Soviet Union,Near Sakhalin Isl.,Transport Accident,Air,Boeing 747,269,,,1983-0302
24022003,2003,2,24,24022003,2003,2,24,China P Rep,"Jiashi (Payzawat), Bachu,",Earthquake (seismic activity),Earthquake (ground shaking),,268,517000,157,2003-0105
6061981,1981,6,60,6061981,1981,6,60,India,Near Mansi,Transport Accident,Rail,,268,,,1981-0054
31961,1961,3,,31961,1961,3,,Bangladesh,,Storm,,,266,,,1961-0046
6081996,1996,8,60,10081996,1996,8,10,China P Rep,"Fujian, Guangdong provinc",Storm,Tropical cyclone,Kirk,266,100000,200,1996-0493
81953,1953,8,,81953,1953,8,,Iran Islam Rep,,Flood,,,265,,,1953-0050
12112001,2001,11,12,12112001,2001,11,12,United States,Queens area (New York),Transport Accident,Air,Airbus-300,265,16,,2001-0623
26041994,1994,4,26,26041994,1994,4,26,Japan,Nagoya,Transport Accident,Air,Airbus A 300-600,264,7,,1994-0111
9071967,1967,7,90,9071967,1967,7,90,Japan,"South West, Western Japan",Storm,Tropical cyclone,Billie,263,3005,,1967-0045
1991,1991,,,1991,1991,,,Malaysia,Kuala Lumpur + other area,Epidemic,Viral Infectious Diseases,Dengue fever,263,3750,,1991-0771
8081956,1956,8,80,8081956,1956,8,80,Belgium,Bois du Cazier (Marcinell,Industrial Accident,Fire,Coal mine,262,,,1956-0027
22101954,1954,10,22,22101954,1954,10,22,Haiti,Berly,Mass movement wet,Landslide,,262,,,1954-0024
25111981,1981,11,25,25111981,1981,11,25,Philippines,,Storm,Tropical cyclone,Irma (Anding),261,840173,35,1981-0101
12071991,1991,7,12,12071991,1991,7,12,Saudi Arabia,Near Djeddah,Transport Accident,Air,DC-8,261,,,1991-0184
1011992,1992,1,10,7021992,1992,2,70,Turkey,"Sirnak, Siirt, Elazig, Ba",Mass movement dry,Avalanche,,261,1069,,1992-0010
12005,2005,1,,22005,2005,2,,Afghanistan,"Badakshan, Daikundi, Ghaz",Storm,,,260,22656,5,2005-0044
91977,1977,9,,91977,1977,9,,Bangladesh,,Epidemic,Bacterial Infectious Diseases,Cholera,260,10461,,1977-0109
9091993,1993,9,90,17091993,1993,9,17,India,Uttar Pradesh,Flood,General flood,,260,,500,1993-0325
2071974,1974,7,20,2071974,1974,7,20,India,"Tinsukia, Dhemaji, Nowgon",Flood,,,260,,,1974-0129
1965,1965,,,1965,1965,,,India,Dhori,Industrial Accident,Explosion,Mine,260,,,1965-0104
4071998,1998,7,40,25081998,1998,8,25,Nepal,"Jhapa, Morang, Parsa, Rau",Flood,,,260,70000,22,1998-0221
10072000,2000,7,10,10072000,2000,7,10,Nigeria,Ajeje (near Warri)   Over,Industrial Accident,Explosion,Oil pipeline,260,19,,2000-0413
111946,1946,11,,111946,1946,11,,Philippines,,Storm,Tropical cyclone,,260,,,1946-0024
1948,1948,,,1948,1948,,,Turkey,Anatolia,Earthquake (seismic activity),Earthquake (ground shaking),,260,,,1948-0028
11031966,1966,3,11,11031966,1966,3,11,Jordan,Maian,Flood,Flash flood,,259,5792,1.4,1966-0035
11071994,1994,7,11,29071994,1994,7,29,China P Rep,"Guangdong, Hunan, Fujian,",Flood,General flood,,258,30547665,1810,1994-0066
25111992,1992,11,25,25111992,1992,11,25,Zimbabwe,,Epidemic,Bacterial Infectious Diseases,Cholera,258,5649,,1992-0464
31072001,2001,7,31,1082001,2001,8,10,Indonesia,Nias Isl. (North Sumatra,Flood,General flood,,257,3694,,2001-0407
28111979,1979,11,28,28111979,1979,11,28,New Zealand,,Transport Accident,Air,,257,,,1979-0296
71999,1999,7,,81999,1999,8,,United States,"Illinois, Missouri, Wisco",Extreme temperature,Heat wave,,257,,1000,1999-0246
11041965,1965,4,11,11041965,1965,4,11,United States,Middle West,Storm,Local storm,,257,,190,1965-0020
12121985,1985,12,12,12121985,1985,12,12,Canada,"Gander, Newfoundland",Transport Accident,Air,Airlines Dc-3,256,,,1985-0139
2021931,1931,2,20,2021931,1931,2,20,New Zealand,"Hastings, NapierHawke's B",Earthquake (seismic activity),Earthquake (ground shaking),,256,11000,25,1931-0004
71988,1988,7,,71988,1988,7,,India,"Uttar Pradesh, Haryana, H",Mass movement wet,Landslide,,255,,,1988-0293
19122003,2003,12,19,7012004,2004,1,70,Philippines,"Liloan, San Francisco, Ma",Mass movement wet,Landslide,,255,217988,7,2003-0610
21091995,1995,9,21,19101995,1995,10,19,Viet Nam,"Quang Binh, Quang Tri, Ke",Flood,General flood,,253,400000,86,1995-0236
21997,1997,2,,21997,1997,2,,Niger,,Epidemic,Bacterial Infectious Diseases,,251,1908,,1997-0491
1022004,2004,2,10,1022004,2004,2,10,Saudi Arabia,Mina,Miscellaneous accident,Other,,251,240,,2004-0035
28121991,1991,12,28,28121991,1991,12,28,Viet Nam,"Quang Ngai, Quang Nam-Da,",Storm,,,251,10200,1,1991-0444
16061995,1995,6,16,23061995,1995,6,23,Bangladesh,"Sylhet, Moulvibazar, Suna",Flood,,,250,12656006,200,1995-0100
21121990,1990,12,21,,,,,Bangladesh,Golfe du Bengale,Storm,,,250,,,1990-0421
17031983,1983,3,17,,,,,Bolivia,"Santa Cruz, Beni departme",Flood,Flash flood,,250,50000,48.4,1983-0055
12008,2008,1,,,,,,Burkina Faso,"Sapouy,Gaoua, Mangodar, B",Epidemic,Bacterial Infectious Diseases,Meningitis,250,2000,,2008-0076
31031983,1983,3,31,,,,,Colombia,Popayan city (Cauca depar,Earthquake (seismic activity),Earthquake (ground shaking),,250,36200,410.9,1983-0059
9051993,1993,5,90,,,,,Ecuador,Ambija (Zamora province),Mass movement wet,Landslide,,250,45,,1993-0013
21081980,1980,8,21,,,,,India,Uttar Pradesh,Epidemic,Bacterial Infectious Diseases,Cholera,250,,,1980-0316
61988,1988,6,,,,,,India,"Bihar, West Bengal, Assam",Flood,General flood,,250,16500000,929.2,1988-0244
15022005,2005,2,15,,,,,India,"Verinag , Qazigund, Ramsu",Mass movement wet,Avalanche,,250,5000,50,2005-0090
17011995,1995,1,17,,,,,India,Kashmir province,Mass movement wet,Avalanche,,250,5250,,1995-0006
15031988,1988,3,15,,,,,India,"Jammu and Kashmir, Ladakh",Mass movement wet,Avalanche,,250,,,1988-0125
25012005,2005,1,25,,,,,India,Maharashtra,Miscellaneous accident,Other,,250,200,,2005-0043
18101998,1998,10,18,,,,,India,Bombay (city) Level 1 = M,Storm,Tropical cyclone,,250,,,1998-0313
24031998,1998,3,24,,,,,India,"Tanton, Jaleshwar (Midnap",Storm,Local storm,,250,40500,10,1998-0106
111990,1990,11,,,,,,India,Ganjam district (Orissa),Storm,Tropical cyclone,,250,1500000,112.8,1990-0580
71980,1980,7,,,,,,Iran Islam Rep,Khuzestan,Flood,,,250,950000,,1980-0058
25091953,1953,9,25,,,,,Japan,Nagoya,Storm,Tropical cyclone,,250,1000000,,1953-0018
10101993,1993,10,10,,,,,Korea Rep,Puan county (Seoul),Transport Accident,Water,Bac 'Seohae',250,,,1993-0333
15021909,1909,2,15,,,,,Mexico,Acapulco,Miscellaneous accident,Fire,,250,,,1909-0008
52000,2000,5,,,,,,Nepal,"Argakhachi, Lalitpur, Mor",Epidemic,Viral Infectious Diseases,Encephalitis,250,,,2000-0858
12091981,1981,9,12,,,,,Pakistan,"Karakoram, Darel, Tangir,",Earthquake (seismic activity),Earthquake (ground shaking),,250,2000,,1981-0081
21971,1971,2,,,,,,Peru,,Flood,,,250,330000,0.6,1971-0012
25121981,1981,12,25,,,,,Philippines,"Samar, Mindoro, Luzon",Storm,Tropical cyclone,Lee (Dinang),250,180000,26,1981-0112
13061964,1964,6,13,,,,,Samoa,,Storm,Local storm,,250,,,1964-0086
1903,1903,,,,,,,United States,"Heppner, Oregon",Flood,,,250,,,1903-0003
71961,1961,7,,,,,,Korea Rep,,Flood,,,249,,,1961-0048
9011953,1953,1,90,,,,,Korea Rep,Pusan,Transport Accident,Water,,249,,,1953-0005
24051940,1940,5,24,,,,,Peru,Callao,Earthquake (seismic activity),Earthquake (ground shaking),,249,,,1940-0009
15031992,1992,3,15,,,,,China P Rep,"Jiangxi, Fujian, Guangdon",Flood,General flood,,248,210070,170,1992-0036
17021998,1998,2,17,,,,,Somalia,Districts In The Southern,Epidemic,Bacterial Infectious Diseases,Cholera,248,6704,,1998-0049
81957,1957,8,,,,,,Korea Rep,,Flood,,,247,,,1957-0034
111996,1996,11,,,,,,Somalia,"Mogadishu, Merca, Middle ",Epidemic,Bacterial Infectious Diseases,Cholera,247,5557,,1996-0490
41927,1927,4,,,,,,United States,"Greensville, Mississippi",Flood,,,246,,0.23,1927-0005
111994,1994,11,,,,,,Cape Verde Is,All nine inhabited island,Epidemic,Bacterial Infectious Diseases,Cholera,245,12344,,1994-0788
81984,1984,8,,,,,,India,"W Bengal, Uttar Pradesh &",Flood,,,245,,,1984-0323
51984,1984,5,,,,,,India,North-East states,Flood,,,245,16000000,90,1984-0040
91976,1976,9,,,,,,Zaire/Congo Dem Rep,Equator province,Epidemic,Viral Infectious Diseases,Ebola haemorrhagic fever,245,262,,1976-0059
81997,1997,8,,,,,,India,West,Flood,,,244,,,1997-0348
3061982,1982,6,30,,,,,India,Orissa state,Storm,Tropical cyclone,,244,300493,120,1982-0313
13051992,1992,5,13,,,,,Tajikistan,Kandak,Mass movement wet,Landslide,,243,,24.1,1992-0199
91926,1926,9,,,,,,United States,"Florida, Alabama, Pensaco",Storm,Tropical cyclone,,243,,73,1926-0011
11071927,1927,7,11,,,,,Jordan,Nablus,Earthquake (seismic activity),Earthquake (ground shaking),,242,,,1927-0007
26062007,2007,6,26,,,,,Pakistan,"Baluchistan, Sindh, North",Storm,Tropical cyclone,Yemyin,242,1650000,1620,2007-0245
102002,2002,10,,,,,,Russia,"Moscou, Siberia",Extreme temperature,Cold wave,,242,25062,,2002-0639
15021991,1991,2,15,,,,,Brazil,Rio,Miscellaneous accident,Other,,241,,,1991-0025
21979,1979,2,,,,,,Burkina Faso,Sahelian zones,Epidemic,Bacterial Infectious Diseases,,241,1612,,1979-0020
2112003,2003,11,21,,,,,Indonesia,Hahorok sub-district (Lan,Flood,Flash flood,,241,1498,,2003-0531
4101981,1981,10,41,,,,,China P Rep,Sichuan province,Flood,,,240,100000,,1981-0089
91997,1997,9,,,,,,Indonesia,Sumatra & Kalimantan,Wildfire,Forest fire,,240,32070,8000,1997-0220
4091998,1998,9,40,,,,,Mexico,Pijijiapan,Storm,,Madeline & Lester,240,3000,,1998-0294
14091988,1988,9,14,,,,,Mexico,Yucatan and Gulf coast,Storm,Tropical cyclone,Gilbert,240,100000,76,1988-0430
26031994,1994,3,26,,,,,Mozambique,"Nampula, Zambesia, Manica",Storm,Tropical cyclone,Nadya,240,2502000,,1994-0035
21091905,1905,9,21,,,,,Philippines,Central,Storm,Tropical cyclone,,240,,,1905-0004
9061972,1972,6,90,,,,,United States,Canyon Lake (South-Dakota,Miscellaneous accident,Collapse,Dam,240,,,1972-0090
29071967,1967,7,29,,,,,Venezuela,"Caracas, Macuto coast",Earthquake (seismic activity),Earthquake (ground shaking),,240,81536,50,1967-0050
29121997,1997,12,29,,,,,Chad,"Bokoro district, N'djamen",Epidemic,Bacterial Infectious Diseases,,239,2835,,1997-0494
28062005,2005,6,28,,,,,India,"Surat, Valsad, Navsari, B",Flood,General flood,,239,405000,2300,2005-0335
17081998,1998,8,17,,,,,India,Malpa village (Pithoragra,Mass movement wet,Landslide,,239,200000,,1998-0253
2061994,1994,6,20,,,,,Indonesia,"Purwoharjo, Sarongan, Teg",Earthquake (seismic activity),Earthquake (ground shaking),,239,8720,2.2,1994-0062
12071993,1993,7,12,,,,,Japan,Okushiri Island (Hokkaido,Earthquake (seismic activity),Earthquake (ground shaking),Tsunami,239,7355,1000,1993-0044
3072003,2003,7,30,,,,,Nepal,"Baglung, Baitadi, Bajura,",Flood,General flood,,239,59254,,2003-0341
28011993,1993,1,28,,,,,Russia,Caucasus Mountain,Mass movement wet,Avalanche,,239,,,1993-0111
3011975,1975,1,30,,,,,Thailand,South,Flood,,,239,3000093,45,1975-0012
23091998,1998,9,23,,,,,Togo,,Epidemic,Bacterial Infectious Diseases,Cholera,239,3669,,1998-0342
71957,1957,7,,,,,,Korea Rep,,Storm,Tropical cyclone,,238,,,1957-0031
1985,1985,,,,,,,India,,Flood,,,237,,,1985-0391
26101997,1997,10,26,,,,,Kenya,,Epidemic,Bacterial Infectious Diseases,Cholera,237,13476,,1997-0514
62001,2001,6,,,,,,Niger,"Maradi, Tahoua districts",Epidemic,Viral Infectious Diseases,,237,44276,,2001-0364
121989,1989,12,,,,,,Rwanda,"South, West of Kigali",Drought,Drought,,237,60000,,1989-9241
9061972,1972,6,90,,,,,United States,Rapid city (South Dakota),Flood,,,237,3000,120,1972-0037
22021976,1976,2,22,,,,,United States,"Canyon Lake, South Dakota",Miscellaneous accident,Collapse,Dam,237,,,1976-0166
26101970,1970,10,26,,,,,Viet Nam,North,Flood,,,237,204000,,1970-0059
4021970,1970,2,40,,,,,Brazil,Near Buenos Aires,Transport Accident,Rail,,236,,,1970-0075
23122006,2006,12,23,,,,,Indonesia,"Langkat, Mendaling Natal ",Flood,Flash flood,,236,618486,,2006-0680
19062006,2006,6,19,,,,,Indonesia,"Sinjai, Jeneponto, Buluku",Flood,Flash flood,,236,29231,55.2,2006-0311
19052004,2004,5,19,,,,,Myanmar,"Myae Bon, Sittwe, Pauk Ta",Storm,Tropical cyclone,,236,25000,0.688,2004-0235
7111913,1913,11,71,,,,,Canada,"Lake Huron, Ontario",Transport Accident,Water,,235,,,1913-0024
19062005,2005,6,19,,,,,China P Rep,"Zheijiang, Fujian, Jiangx",Flood,General flood,,235,16700000,2160,2005-0344
17052003,2003,5,17,,,,,Sri Lanka,"Ratnapura, Matara, Galle,",Flood,Flash flood,,235,695000,29,2003-0229
23122003,2003,12,23,,,,,China P Rep,"Gao Qiao, Chuandongbei (K",Industrial Accident,Explosion,Gaz deposit,234,90700,,2003-0625
26091997,1997,9,26,,,,,Indonesia,Near Medan,Transport Accident,Air,Airbus A-300-B4,234,,,1997-0234
24051960,1960,5,24,,,,,Philippines,Luzon,Storm,Tropical cyclone,Lucille,234,,,1960-0019
71986,1986,7,,,,,,China P Rep,Yunnan,Flood,,,233,7000000,1.21,1986-0229
23111994,1994,11,23,,,,,China P Rep,Fuxin (Liaoning Province),Miscellaneous accident,Fire,Night club,233,16,,1994-0596
28101936,1936,10,28,,,,,India,Guntur (Madras),Storm,Tropical cyclone,,233,,,1936-0009
3082006,2006,8,30,,,,,Pakistan,North West Frontier,Flood,General flood,,233,775,,2006-0733
1111947,1947,11,11,,,,,Peru,Satipo,Earthquake (seismic activity),Earthquake (ground shaking),,233,,,1947-0013
121998,1998,12,,,,,,Somalia,"Bay, Lower Shabelle, Uppe",Epidemic,Bacterial Infectious Diseases,Cholera,233,7860,,1998-0599
19051995,1995,5,19,,,,,Zaire/Congo Dem Rep,Kikwit,Epidemic,Viral Infectious Diseases,Ebola haemorrhagic fever,233,,,1995-0087
31983,1983,3,,,,,,Peru,,Mass movement wet,Landslide,,232,,,1983-0333
72001,2001,7,,,,,,Philippines,"Regions I, II, III, IV, V",Storm,Tropical cyclone,Utor (Feria),232,1902654,68.565,2001-0319
10102000,2000,10,10,,,,,Russia,Moscow,Extreme temperature,Cold wave,,232,94,,2000-0705
1987,1987,,,,,,,Korea Dem P Rep,,Flood,,,231,20071,,1987-0549
20051999,1999,5,20,,,,,Pakistan,"Thatta, Umer Kot, Mirpu, ",Storm,Tropical cyclone,2-A,231,535940,10.936,1999-0178
15111937,1937,11,15,,,,,Philippines,"Leyte, Mindoro",Storm,Tropical cyclone,,231,,,1937-0007
1931,1931,,,,,,,Soviet Union,Armenia,Earthquake (seismic activity),Earthquake (ground shaking),,231,882,,1931-0016
1081995,1995,8,10,,,,,Thailand,"Phayao, Pichit, Pitsanulo",Flood,General flood,,231,4280984,140.5,1995-0198
6011981,1981,1,60,,,,,Brazil,North of Macapa town,Transport Accident,Water,,230,,,1981-0023
23121933,1933,12,23,,,,,France,Lagny-Pomponne,Transport Accident,Rail,,230,300,,1933-0025
20091998,1998,9,20,,,,,India,"Andhra Pradesh, Hyderabad",Flood,,,230,375000,528.6,1998-0450
31979,1979,3,,,,,,India,"Lahaul, Pangi",Mass movement wet,Landslide,,230,5000,,1979-0030
1986,1986,,,,,,,India,,Storm,,,230,,,1986-0386
1984,1984,,,,,,,Indonesia,"Kyrim, Irian Jaya",Drought,Drought,,230,2000,,1984-9013
7101997,1997,10,71,,,,,Mexico,"Acapulco, Guerrero, Oaxac",Storm,Tropical cyclone,Pauline,230,800200,447.8,1997-0243
22072003,2003,7,22,,,,,Pakistan,"Badin, Thatta, Larkana, D",Flood,General flood,,230,1266223,,2003-0359
1012000,2000,1,10,,,,,Somalia,"Mogadishu, Bay, Lower Jub",Epidemic,Bacterial Infectious Diseases,Cholera,230,2232,,2000-0058
1012008,2008,1,10,,,,,Angola,Cunene province,Epidemic,Bacterial Infectious Diseases,Cholera,229,9942,,2008-0105
2091998,1998,9,20,,,,,Canada,Near Halifax,Transport Accident,Air,McDonnell Douglas MD-11,229,,,1998-0287
91999,1999,9,,,,,,India,"Uttar Pradesh, Bihar, Wes",Flood,,,229,22120000,2.4,1999-0371
21031952,1952,3,21,,,,,United States,"Arkansas, Tennessee, Miss",Storm,,,229,,,1952-0002
17071996,1996,7,17,,,,,United States,Near New York,Transport Accident,Air,Boeing 747-131,229,,,1996-0165
21989,1989,2,,,,,,Benin,"Atacora, Borgou",Epidemic,Bacterial Infectious Diseases,,228,2411,,1989-0010
30071916,1916,7,30,,,,,Canada,"Cochrane, Matheson, North",Miscellaneous accident,Fire,,228,8000,2.5,1916-0002
6081997,1997,8,60,,,,,Guam,,Transport Accident,Air,Boeing 747,228,,,1997-0169
23062007,2007,6,23,,,,,Pakistan,"Karachi, Gadab town",Flood,General flood,,228,186,,2007-0249
11981,1981,1,,,,,,Philippines,,Flood,,,228,300000,27,1981-0007
27092006,2006,9,27,,,,,Philippines,"Luzon, Manilla, Panay Isl",Storm,Tropical cyclone,Xangsane (Milenyo),228,3842406,113,2006-0517
22062002,2002,6,22,,,,,Iran Islam Rep,"Quazvin, Hamadan, Zanjan ",Earthquake (seismic activity),Earthquake (ground shaking),,227,111300,300,2002-0378
22051915,1915,5,22,,,,,United Kingdom,"Gretna, Scotland",Transport Accident,Rail,,227,246,,1915-0003
6061996,1996,6,60,,,,,China P Rep,"Laojinshan mountain, Yunn",Mass movement wet,Landslide,,226,77,,1996-0138
31051996,1996,5,31,,,,,China P Rep,"Yunnan, Laojinshan",Mass movement wet,Landslide,,226,,,1996-0128
23081996,1996,8,23,,,,,India,Jammu & Kashmir state,Flood,,,226,70000,,1996-0181
81987,1987,8,,,,,,Bangladesh,,Flood,,,225,,727.5,1987-0319
14071960,1960,7,14,,,,,Guatemala,Guatemala City,Miscellaneous accident,Fire,,225,1900,,1960-0023
26121985,1985,12,26,,,,,India,"Bihar, Uttar Pradesh, Jam",Extreme temperature,Cold wave,,225,,144,1985-0141
1072007,2007,7,10,,,,,India,Saurashtra region (Gujara,Flood,General flood,,225,63000,,2007-0238
61982,1982,6,,,,,,Indonesia,South Sumatra,Mass movement wet,Landslide,,225,3000,,1982-0067
111951,1951,11,,,,,,Iran Islam Rep,,Flood,,,225,,,1951-0040
30091982,1982,9,30,,,,,Mexico,North Pacific coast,Storm,Tropical cyclone,Paul,225,50000,82.4,1982-0105
91932,1932,9,,,,,,Puerto Rico,,Storm,Tropical cyclone,San Ciprian,225,,30,1932-0005
25052002,2002,5,25,,,,,Taiwan (China),Near Penghu Isl.,Transport Accident,Air,Boeing 747,225,,,2002-0317
30092008,2008,9,30,,,,,India,Jodhpur (Rajasthan state),Miscellaneous accident,Other,Stampede,224,150,,2008-0436
15011968,1968,1,15,,,,,Italy,Belice Valley (Western Si,Earthquake (seismic activity),Earthquake (ground shaking),,224,55563,250,1968-0023
1991,1991,,,,,,,Niger,"Diffa, Miradi, Tahqua, Zi",Epidemic,Bacterial Infectious Diseases,Cholera,224,2331,,1991-0187
8082000,2000,8,80,,,,,Uganda,"Gulu, Mbarara, Masindi di",Epidemic,Viral Infectious Diseases,Ebola haemorrhagic fever,224,423,,2000-0660
