Full_date_start,Year_start,Month_start,Day_start,Full_date_end,Year_end,Month_end,Day_end,Country,Location,Type,Sub_Type,Name,Killed,Cost_dollars,Affected,Id
18032004,2004,3,18,,,,,Indonesia,Near Damau (Sulawesi),Transport Accident,Water,Ferry,223,11,,2004-0117
27051991,1991,5,27,,,,,Thailand,Suphan Buri province,Transport Accident,Air,Boeing 767,223,,,1991-0241
2092004,2004,9,20,,,,,China P Rep,"Nanchong, Bazhong, Dazhou",Flood,General flood,,222,8253000,471,2004-0457
71968,1968,7,,,,,,Bangladesh,"Nationwide, 5 Northern di",Flood,,,221,15889616,199.4,1968-0054
52008,2008,5,,,,,,Guinea Bissau,"Bissau, Biombo, Bijagos, ",Epidemic,Bacterial Infectious Diseases,Cholera,221,14004,,2008-0446
91992,1992,9,,,,,,Burundi,Ruyigi province,Epidemic,Bacterial Infectious Diseases,,220,2068,,1992-0244
1928,1928,,,,,,,Chile,Talca,Earthquake (seismic activity),Earthquake (ground shaking),,220,,,1928-0003
2031993,1993,3,20,,,,,Congo,Brazzaville,Transport Accident,Water,Bac 'Matadi',220,,,1993-0392
5081980,1980,8,50,,,,,Haiti,"South-West, Port-Au-Princ",Storm,Tropical cyclone,Allen,220,1165000,400,1980-0078
24011996,1996,1,24,,,,,Nigeria,Akwa Ibom,Transport Accident,Water,,220,,,1996-0405
15042006,2006,4,15,,,,,Ethiopia,"Oromiya, Amhara, Somali, ",Epidemic,,Acute Watery Diarrheal syndrome,219,21882,,2006-0552
31978,1978,3,,,,,,Maldives,Widespread,Epidemic,Bacterial Infectious Diseases,Cholera,219,11258,,1978-0037
101997,1997,10,,,,,,Ecuador,"Guayas and Los Rios, El O",Flood,,,218,35091,271,1997-0526
31101999,1999,10,31,,,,,United States,,Transport Accident,Air,Boeing 767-300,217,,,1999-0433
11071978,1978,7,11,,,,,Spain,San Carlos Rapita (Costa,Transport accident,Road,Camping 'Los Alfaquez',216,200,,1978-0092
13081979,1979,8,13,,,,,India,Bihar,Epidemic,Bacterial Infectious Diseases,Cholera,215,,,1979-0266
11051970,1970,5,11,,,,,Romania,East,Flood,,,215,238755,500,1970-0029
14022005,2005,2,14,,,,,China P Rep,Fuxin (Liaoning province),Industrial Accident,Explosion,Coal mine,214,29,,2005-0085
23072007,2007,7,23,,,,,Nepal,Mahottari district (South,Flood,General flood,,214,640706,2.4,2007-0307
41987,1987,4,,,,,,Nigeria,"Oyo, Ondo, Ogun, Kwara, B",Epidemic,Viral Infectious Diseases,Yellow fever,214,,,1987-0525
71981,1981,7,,,,,,Philippines,Albay province,Storm,,,214,32,2,1981-0060
9072002,2002,7,90,,,,,United States,"Alabama, district of Colu",Epidemic,Viral Infectious Diseases,West Nile Fever,214,3523,,2002-0502
11091998,1998,9,11,,,,,Viet Nam,N.A. on the source,Epidemic,Viral Infectious Diseases,Dengue fever,214,8000,,1998-0327
27092004,2004,9,27,,,,,Zaire/Congo Dem Rep,Kinshasa,Epidemic,Bacterial Infectious Diseases,Typhoid fever,214,42564,,2004-0604
11978,1978,1,,,,,,India,Bombay,Transport Accident,Air,,213,,,1978-0013
23071943,1943,7,23,,,,,Indonesia,Jogyakarta (Central Java),Earthquake (seismic activity),Earthquake (ground shaking),,213,16096,,1943-0024
1981,1981,,,,,,,India,,Earthquake (seismic activity),Earthquake (ground shaking),,212,,,1981-0288
10051993,1993,5,10,,,,,Thailand,Puthamonthon (near Bangko,Industrial Accident,Fire,Factory,211,547,,1993-0238
61986,1986,6,,,,,,India,South Bihar,Epidemic,Viral Infectious Diseases,,210,11000,,1986-0072
1082004,2004,8,10,,,,,India,"Uttaranchal, Gujarat, Mah",Flood,General flood,,210,100000,276,2004-0734
13091964,1964,9,13,,,,,Korea Rep,"North Seoul, Kyonggi prov",Storm,,,210,86830,1,1964-0052
22072001,2001,7,22,,,,,Pakistan,Islamabad Capital territo,Flood,Flash flood,,210,400179,246,2001-0376
28061981,1981,6,28,,,,,Philippines,,Storm,Tropical cyclone,(Daling),210,15478,7.609,1981-0134
14041999,1999,4,14,,,,,Sudan,"Malakal, Upper Nile Sate",Epidemic,Bacterial Infectious Diseases,Cholera,210,2811,,1999-0513
20062003,2003,6,20,,,,,Tunisia,Near Sfax,Transport Accident,Water,,210,41,,2003-0297
31101994,1994,10,31,,,,,India,"Tamil Nadu, Andhra Prades",Storm,Tropical cyclone,,208,428500,19.1,1994-0352
1111995,1995,11,11,,,,,Russia,Moscou,Extreme temperature,Cold wave,,208,108,,1995-0359
16021994,1994,2,16,,,,,Indonesia,"Liwa, Lampung Province (S",Earthquake (seismic activity),Earthquake (ground shaking),,207,49399,170.476,1994-0007
25121995,1995,12,25,,,,,South Africa,Pietermaritzburg region (,Flood,Flash flood,,207,4500,10,1995-0305
1940,1940,,,,,,,United States,Missisippi,Miscellaneous accident,Fire,Dance Hall,207,,,1940-0004
11992,1992,1,,,,,,Guatemala,,Epidemic,Bacterial Infectious Diseases,Cholera,206,,,1992-0459
1996,1996,,,,,,,Niger,,Epidemic,Bacterial Infectious Diseases,Cholera,206,3957,,1996-0492
22121964,1964,12,22,,,,,Sri Lanka,"Trincomalee, East coast",Storm,Tropical cyclone,,206,380000,37.3,1964-0069
31974,1974,3,,,,,,Brazil,Most of the country,Flood,,,205,325000,121,1974-0015
1936,1936,,,,,,,India,Poldih,Industrial Accident,Explosion,Mine,205,,,1936-0017
14011997,1997,1,14,,,,,Mexico,"Chihuahua, Coahuila, Nuev",Extreme temperature,Cold wave,,205,,,1997-0062
6081988,1988,8,60,,,,,China P Rep,Shanxi province,Flood,Flash flood,,204,30000,,1988-0363
24021997,1997,2,24,,,,,India,Baripada,Miscellaneous accident,Fire,,204,180,,1997-0032
6101972,1972,10,61,,,,,Mexico,near Saltillo,Transport Accident,Rail,,204,1000,,1972-0065
6011972,1972,1,60,,,,,Philippines,Visayan Islands,Storm,Tropical cyclone,Kit (Asiang),204,28,23,1972-0015
16021998,1998,2,16,,,,,Taiwan (China),Near Taipei,Transport Accident,Air,Airbus A300-600,204,,,1998-0037
11995,1995,1,,,,,,Ukraine,,Epidemic,Bacterial Infectious Diseases,,204,5336,,1995-0320
17052006,2006,5,17,,,,,Viet Nam,,Storm,Tropical cyclone,Chanchu (Caloy),204,600000,,2006-0251
11072000,2000,7,11,,,,,China P Rep,"Huxian, Ziyang (Shaanxi p",Flood,,,203,18214,172,2000-0472
1963,1963,,,,,,,United States,Gainesville (Georgie),Storm,Local storm,,203,,,1963-0082
6081986,1986,8,60,,,,,India,Bihar state,Transport Accident,Rail,,202,,,1986-0098
16091961,1961,9,16,,,,,Japan,Honshu + other Isles,Storm,Tropical cyclone,,202,,,1961-0011
3091998,1998,9,30,,,,,Philippines,N.A. on the source,Epidemic,Viral Infectious Diseases,Dengue fever,202,11000,,1998-0271
5032005,2005,3,50,,,,,Afghanistan,"Chakhansur, Chahar Burjak",Flood,General flood,,200,11003,,2005-0169
12011954,1954,1,12,,,,,Austria,"Blons, Langen Valley",Mass movement wet,Avalanche,,200,380,,1954-0004
41992,1992,4,,,,,,Bangladesh,North,Epidemic,,,200,,,1992-0289
11996,1996,1,,,,,,Bangladesh,"Gaibandha, Dinajpur, Rang",Extreme temperature,Cold wave,,200,,,1996-0013
14051991,1991,5,14,,,,,Bangladesh,Sylhet district,Flood,General flood,,200,1200000,,1991-0764
25111998,1998,11,25,,,,,Bangladesh,"Sathkhira, Khulna distric",Storm,Tropical cyclone,07B,200,121000,,1998-0373
12041973,1973,4,12,,,,,Bangladesh,Faridpur district,Storm,,,200,50000,,1973-0023
2041972,1972,4,20,,,,,Bangladesh,Mymensingh,Storm,Local storm,,200,25000,,1972-0026
51951,1951,5,,,,,,Bangladesh,,Storm,,,200,,,1951-0036
23052004,2004,5,23,,,,,Bangladesh,Meghna river (Chandpur),Transport Accident,Water,Ferries M.V. Diganta and M.V. Lightning Sun,200,,,2004-0223
20081994,1994,8,20,,,,,Bangladesh,Chanapur,Transport Accident,Water,Ferry,200,,,1994-0613
2061991,1991,6,20,,,,,Bangladesh,"Bhola, Patuakhali, Cox's ",Transport Accident,Water,,200,,,1991-0511
28031989,1989,3,28,,,,,Bangladesh,Near Patuakhali,Transport Accident,Water,,200,,,1989-0487
27121988,1988,12,27,,,,,Bangladesh,Munshiganj,Transport Accident,Water,Ferry 'Hasail',200,,,1988-0551
26101988,1988,10,26,,,,,Bangladesh,Meghnan river (Southern B,Transport Accident,Water,Ferry,200,,,1988-0489
9101986,1986,10,91,,,,,Bangladesh,Kajla river (Narail),Transport Accident,Water,,200,,,1986-0328
16021986,1986,2,16,,,,,Bangladesh,Khulna,Transport Accident,Water,,200,,,1986-0033
111979,1979,11,,,,,,Bangladesh,Near Khulna,Transport Accident,Water,,200,,,1979-0097
29041942,1942,4,29,,,,,Belgium,Tessenderloo,Industrial Accident,Explosion,Chemical factory 'Tessenderlo Chemie',200,1000,,1942-0023
2082000,2000,8,20,,,,,Bhutan,"Pasakha, Phuentsholing, C",Flood,General flood,,200,1000,,2000-0484
121984,1984,12,,,,,,Brazil,"Minas Gerais, Rio de Jane",Flood,,,200,60000,,1984-0114
121948,1948,12,,,,,,Brazil,,Flood,,,200,,,1948-0027
25081995,1995,8,25,,,,,Cameroon,,Transport Accident,Water,Ship Atlantic,200,,,1995-0388
17072001,2001,7,17,,,,,China P Rep,"Chehe, Nandan county (Gua",Industrial Accident,Other,Coal mine,200,,,2001-0467
23091991,1991,9,23,,,,,China P Rep,Yunnan province,Mass movement wet,Landslide,,200,,,1991-0226
12081999,1999,8,12,,,,,China P Rep,Chenzhou (Hunan Province),Storm,,,200,150000,180,1999-0355
21071989,1989,7,21,,,,,China P Rep,"Fujian, Zhejiang, Jilin, ",Storm,Tropical cyclone,Hope,200,,,1989-0451
21061986,1986,6,21,,,,,Colombia,,Mass movement wet,Landslide,,200,,,1986-0292
28061973,1973,6,28,,,,,Colombia,Bogota,Mass movement wet,Landslide,,200,,,1973-0030
121971,1971,12,,,,,,Colombia,,Mass movement wet,Landslide,,200,,,1971-0135
14051942,1942,5,14,,,,,Ecuador,Guayas province,Earthquake (seismic activity),Earthquake (ground shaking),,200,,,1942-0001
11992,1992,1,,,,,,Ecuador,,Epidemic,Bacterial Infectious Diseases,Cholera,200,,,1992-0460
28031993,1993,3,28,,,,,Ecuador,"Azuay, Canar provinces",Mass movement wet,Landslide,,200,75020,500,1993-0014
16021931,1931,2,16,,,,,Fiji,"Labasa, Lautoka",Storm,Tropical cyclone,,200,,,1931-0006
101978,1978,10,,,,,,Gambia The,,Epidemic,Viral Infectious Diseases,Yellow fever,200,,,1978-0121
28071948,1948,7,28,,,,,Germany Fed Rep,Ludwigshafen,Industrial Accident,Explosion,,200,,6,1948-0006
11990,1990,1,,,,,,Guatemala,,Epidemic,Viral Infectious Diseases,,200,,,1990-0569
14061998,1998,6,14,,,,,Guinea Bissau,Archipel des Bijagos,Transport Accident,Water,,200,,,1998-0474
11111986,1986,11,11,,,,,Haiti,Near La Gonave in Port-Au,Transport Accident,Water,Ferry,200,,,1986-0132
91999,1999,9,,,,,,India,Andhra Pradesh,Epidemic,Viral Infectious Diseases,Japanese encephalitis,200,765,,1999-0649
1989,1989,,,,,,,India,,Epidemic,Viral Infectious Diseases,Dengue,200,,,1989-0591
25061984,1984,6,25,,,,,India,"West Bengal, Uttar Prades",Flood,,,200,3000000,,1984-0318
91980,1980,9,,,,,,India,Orissa,Flood,,,200,2000000,,1980-0085
71963,1963,7,,,,,,India,,Flood,,,200,,,1963-0070
11051992,1992,5,11,,,,,India,Cuttack (Orissa state),Industrial Accident,Poisoning,Liquor,200,400,,1992-0131
1965,1965,,,,,,,India,Chinakuri,Industrial Accident,Explosion,Mine,200,,,1965-0105
10121981,1981,12,10,,,,,India,"Orissa, West Bengal",Storm,Tropical cyclone,,200,20000,,1981-0107
4111969,1969,11,41,,,,,India,Andhra Pradesh,Storm,Tropical cyclone,,200,,,1969-0109
8091963,1963,9,80,,,,,India,"Orissa, Uttar Pradesh, Pu",Storm,,,200,5000000,,1963-0019
15081968,1968,8,15,,,,,Indonesia,Donggala,Earthquake (seismic activity),Tsunami,,200,,,1968-0064
1121967,1967,12,11,,,,,Indonesia,,Miscellaneous accident,Collapse,,200,,,1967-0092
7072005,2005,7,70,,,,,Indonesia,Arafura sea (Papua provin,Transport Accident,Water,Ferry 'Digul',200,,,2005-0353
28051988,1988,5,28,,,,,Indonesia,Bangkalan (Near Madura),Transport Accident,Water,Ferry 'Bintang Madura',200,,,1988-0226
5101948,1948,10,51,,,,,Iran Islam Rep,Ashkhabad,Earthquake (seismic activity),Earthquake (ground shaking),,200,6000,,1948-0001
30111986,1986,11,30,,,,,Iran Islam Rep,"Fars,  Busher, Shiraz, Kh",Flood,General flood,,200,40000,1561,1986-0129
19101981,1981,10,19,,,,,Iran Islam Rep,Hormuz,Storm,,,200,,,1981-0092
1091923,1923,9,10,,,,,Japan,Nebukawa,Mass movement wet,Landslide,,200,,,1923-0007
41988,1988,4,,,,,,Madagascar,South regions,Drought,Drought,,200,950000,,1988-9013
13011994,1994,1,13,,,,,Madagascar,"(1) Vatomandry, Anosibe, ",Storm,Tropical cyclone,"Daisy, Geralda",200,540043,10,1994-0009
13081984,1984,8,13,,,,,Malaysia,Near Sabah,Transport Accident,Water,,200,6,,1984-0068
22041992,1992,4,22,,,,,Mexico,Guadalajara,Industrial Accident,Explosion,,200,16600,65,1992-0109
121966,1966,12,,,,,,Morocco,"Meknes, Fez",Epidemic,Bacterial Infectious Diseases,Cerebral meningitis,200,2942,,1966-0089
51975,1975,5,,,,,,Myanmar,,Storm,Tropical cyclone,,200,,,1975-0139
6041990,1990,4,60,,,,,Myanmar,Gyaing river (Tenasserim,Transport Accident,Water,Ferry,200,,,1990-0015
91984,1984,9,,,,,,Nepal,South,Flood,,,200,,,1984-0075
122007,2007,12,,,,,,Nigeria,Sokoto and Kaduna,Epidemic,Viral Infectious Diseases,,200,,,2007-0656
27082001,2001,8,27,,,,,Nigeria,"Jigawa, Kano states",Flood,Flash flood,,200,84065,3,2001-0494
28101989,1989,10,28,,,,,Nigeria,Cross river,Transport Accident,Water,Ferry,200,,,1989-0238
1052003,2003,5,10,,,,,Pakistan,Pendjab province,Extreme temperature,Heat wave,,200,,,2003-0250
16011992,1992,1,16,,,,,Pakistan,Jhelum region (Punjab pro,Transport Accident,Water,Ferry,200,,,1992-0242
24021991,1991,2,24,,,,,Papua New Guinea,Chimbu province,Mass movement wet,Landslide,,200,5000,,1991-0059
29051990,1990,5,29,,,,,Peru,Moyoyamba (San Martin),Earthquake (seismic activity),Earthquake (ground shaking),,200,100800,1,1990-0029
30011943,1943,1,30,,,,,Peru,Yanaoca,Earthquake (seismic activity),Earthquake (ground shaking),,200,,,1943-0007
21988,1988,2,,,,,,Peru,Ancash,Epidemic,Viral Infectious Diseases,,200,,,1988-0063
20011989,1989,1,20,,,,,Peru,Near Nazca,Industrial Accident,Explosion,Gold mine,200,,,1989-0271
28031982,1982,3,28,,,,,Peru,Cuzco,Mass movement wet,Landslide,,200,30000,,1982-0040
81967,1967,8,,,,,,Philippines,Manilla,Earthquake (seismic activity),Earthquake (ground shaking),,200,,,1967-0107
101981,1981,10,,,,,,Philippines,,Mass movement wet,Landslide,,200,,,1981-0293
21111983,1983,11,21,,,,,Philippines,Mindanao,Transport Accident,Water,Ferry,200,,,1983-0149
22101949,1949,10,22,,,,,Poland,Dwor,Transport Accident,Rail,,200,,,1949-0009
21071975,1975,7,21,,,,,Solomon Is,Torkina,Earthquake (seismic activity),Tsunami,,200,,,1975-0043
1956,1956,,,,,,,Solomon Is,Tikopia,Storm,Tropical cyclone,,200,,,1956-0024
111961,1961,11,,,,,,Somalia,,Flood,,,200,,,1961-0054
51984,1984,5,,,,,,Soviet Union,Severomorsk,Industrial Accident,Explosion,Naval ammunition depot,200,,,1984-0046
25121957,1957,12,25,,,,,Sri Lanka,Spate,Storm,Tropical cyclone,,200,250000,,1957-0014
11990,1990,1,,,,,,Tanzania Uni Rep,Kabwe,Epidemic,Bacterial Infectious Diseases,Cholera,200,,,1990-0140
15021994,1994,2,15,,,,,Thailand,Coast of Ramong,Transport Accident,Water,,200,,,1994-0635
21948,1948,2,,,,,,Turkey,,Flood,,,200,,,1948-0017
13091922,1922,9,13,,,,,Turkey,Smyrna,Miscellaneous accident,Fire,,200,,100,1922-0006
31936,1936,3,,,,,,United States,"Pennsylvania, New England",Flood,,,200,,,1936-0002
2031938,1938,3,20,,,,,United States,,Mass movement wet,Landslide,,200,,,1938-0001
111950,1950,11,,,,,,United States,East Coast,Storm,,,200,,100,1950-0013
11990,1990,1,,,,,,Viet Nam,Nghe Tinh,Epidemic,Parasitic Infectious Diseases,,200,,,1990-0177
25071992,1992,7,25,,,,,Viet Nam,Ha Tuyen (Cao Bang provin,Mass movement wet,Avalanche,,200,38000,,1992-0313
1022004,2004,2,10,,,,,Zaire/Congo Dem Rep,"Congo river, Lukolela (Eq",Transport Accident,Water,,200,301,,2004-0034
2091998,1998,9,20,,,,,Zaire/Congo Dem Rep,Lac Kivu,Transport Accident,Water,,200,,,1998-0479
17012002,2002,1,17,,,,,Zaire/Congo Dem Rep,Goma region,Volcano,Volcanic eruption,Mount Nyiragongo,200,110400,9,2002-0033
17072007,2007,7,17,,,,,Brazil,Near airport of Conhongas,Transport Accident,Air,Airbus A320,199,17,,2007-0285
12081999,1999,8,12,,,,,China P Rep,Chenzhou (Hunan province),Flood,,,199,1000000,181.2,1999-0733
16011979,1979,1,16,,,,,Iran Islam Rep,Meshed (Khorasan province,Earthquake (seismic activity),Earthquake (ground shaking),,199,5200,,1979-0018
24041986,1986,4,24,,,,,Philippines,Near Leyte,Transport Accident,Water,Boat 'Josefina',199,,,1986-0056
81960,1960,8,,,,,,Taiwan (China),,Storm,Tropical cyclone,,199,,,1960-0052
21955,1955,2,,,,,,Japan,,Storm,,,198,,,1955-0036
8091996,1996,9,80,,,,,China P Rep,"Zhanjiang, Maoming, Yangj",Storm,Tropical cyclone,Sally,197,15005000,1500,1996-0202
71983,1983,7,,,,,,India,"Upper Assama, Central Sik",Flood,,,197,250000,,1983-0089
1011990,1990,1,10,,,,,Uganda,Countrywide,Epidemic,Bacterial Infectious Diseases,Meningococcal disease,197,1170,,1990-0618
41991,1991,4,,,,,,Brazil,Northeast,Epidemic,Bacterial Infectious Diseases,Cholera,196,15240,,1991-0135
25051983,1983,5,25,,,,,Egypt,Upper Nile,Transport Accident,Water,,196,,,1983-0080
81988,1988,8,,,,,,Pakistan,"Punjab, Sind, mountain pr",Flood,General flood,,196,1000000,,1988-0332
21042006,2006,4,21,,,,,Sudan,"Khartoum, North Kordofan,",Epidemic,Bacterial Infectious Diseases,Acute Watery Diarrhoeal Syndrome/Cholera,196,5757,,2006-0289
4111994,1994,11,41,,,,,Guinea Bissau,Bissay City,Epidemic,Bacterial Infectious Diseases,Cholera,195,8631,,1994-0622
25052002,2002,5,25,,,,,Mozambique,Near Tenga (Maputo provin,Transport Accident,Rail,,195,168,,2002-0318
22003,2003,2,,,,,,Niger,"Matameye, Magaria, Agui‰ö_å©,",Epidemic,Bacterial Infectious Diseases,,195,1861,,2003-0130
8081988,1988,8,80,,,,,China P Rep,"Ninbo, Shaoxin, Hangzhou,",Storm,Tropical cyclone,Bill (nåÂ‰ö_7),194,136232,,1988-0370
25091969,1969,9,25,,,,,Taiwan (China),Countrywide,Storm,Tropical cyclone,Elsie & Flossie,194,40408,88,1969-0095
14081996,1996,8,14,,,,,Viet Nam,"Thanh Hoa, Golfe du Tonki",Storm,Tropical cyclone,,194,,227,1996-0500
1042001,2001,4,10,,,,,Bangladesh,"Patuakhali district, Satk",Storm,Tropical cyclone,,193,2500,,2001-0202
6031987,1987,3,60,,,,,Belgium,Zeebrugge,Transport Accident,Water,Ferry ' Herald of Free Enterprise',193,408,,1987-0071
30062005,2005,6,30,,,,,Korea Dem P Rep,"Dokshon city, Pukchang an",Flood,Flash flood,,193,16298,,2005-0371
4091999,1999,9,40,,,,,China P Rep,"Wenzhou, Thaizhou (Jiangs",Storm,Tropical cyclone,Wendy,192,541200,277.9,1999-0301
2031981,1981,3,20,,,,,Indonesia,East of Java,Volcano,Volcanic eruption,Mount Semeru,192,5000,,1981-0272
51987,1987,5,,,,,,China P Rep,Mohe county (Heilongjiang,Wildfire,Forest fire,,191,56313,110,1987-0095
16081958,1958,8,16,,,,,Iran Islam Rep,"Teheran, Western Iran",Earthquake (seismic activity),Earthquake (ground shaking),,191,984,,1958-0001
102005,2005,10,,,,,,Poland,,Extreme temperature,Extreme winter conditions,,191,,,2005-0713
4121974,1974,12,41,,,,,Sri Lanka,,Transport Accident,Air,,191,,,1974-0080
14021931,1931,2,14,,,,,Ecuador,Huigra,Mass movement wet,Landslide,,190,,,1931-0005
12102000,2000,10,12,,,,,Guinea,"Mamou, Lab‰ö_å©, Tougu‰ö_å©, Mali",Epidemic,Viral Infectious Diseases,Yellow fever,190,322,,2000-0693
20091998,1998,9,20,,,,,Haiti,"Cap-Haitien, Jacmel, Caye",Storm,Tropical cyclone,Georges,190,12029,180,1998-0380
30122004,2004,12,30,,,,,Argentina,Buenos Aires,Miscellaneous accident,Fire,Nightclub 'Republica Cromagnon),189,177,,2004-0663
21974,1974,2,,,,,,Brazil,,Miscellaneous accident,Fire,,189,,,1974-0145
19061914,1914,6,19,,,,,Canada,"Hillcrest, Alberta",Industrial Accident,Explosion,,189,,,1914-0023
6021996,1996,2,60,,,,,Dominican Rep,Atlantic,Transport Accident,Air,Boeing 757,189,,,1996-0033
11983,1983,1,,,,,,Mozambique,"Maputo, Gaza, Inhambane, ",Epidemic,Bacterial Infectious Diseases,Cholera,189,5679,,1983-0020
26091997,1997,9,26,,,,,Bangladesh,"Bhola, Noakhali, Bagerhat",Storm,Tropical cyclone,2 B,188,750063,,1997-0235
6082004,2004,8,60,,,,,China P Rep,"Taizhou, Wenzhou, Ningbo,",Storm,Tropical cyclone,Rananim (Karen/16W),188,9062000,2190,2004-0412
24071980,1980,7,24,,,,,China P Rep,Guandong province,Storm,Tropical cyclone,Joe,188,100,,1980-0069
81987,1987,8,,,,,,Nepal,"Sinhulpalhowk, Nuwakot, D",Flood,,,188,351000,727.5,1987-0320
4092007,2007,9,40,,,,,Nicaragua,"Puerto Cabezas, Waspam, S",Storm,Tropical cyclone,Felix,188,188726,,2007-0439
81995,1995,8,,,,,,Senegal,"Louga, Mbacke and Touba D",Epidemic,Bacterial Infectious Diseases,Cholera,188,3031,,1995-0478
71983,1983,7,,,,,,United States,,Extreme temperature,Heat wave,,188,,,1983-0503
11062003,2003,6,11,,,,,Bangladesh,,Flood,General flood,,187,50000,,2003-0283
61959,1959,6,,,,,,China P Rep,,Flood,,,187,,,1959-0034
81986,1986,8,,,,,,India,Andhra Pradesh,Flood,General flood,,187,245000,100,1986-0085
20051980,1980,5,20,,,,,Jamaica,Kingston,Miscellaneous accident,Fire,,187,,,1980-0049
1012001,2001,1,10,,,,,Togo,"Kara, Savanes, Centrale r",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,187,976,,2001-0163
91983,1983,9,,,,,,Nepal,"Bardia, Kailali, Kanchamp",Flood,,,186,200050,10,1983-0114
1012000,2000,1,10,,,,,Sudan,Juba (Bahr el Jebel State,Epidemic,Bacterial Infectious Diseases,,186,2363,,2000-0100
2011902,1902,1,20,,,,,El Salvador,,Earthquake (seismic activity),Tsunami,,185,,,1902-0002
101991,1991,10,,,,,,India,"Nagaon, Morigon districts",Epidemic,Bacterial Infectious Diseases,Cholera,185,,,1991-0691
1082006,2006,8,10,,,,,India,"Orissa, Andhra Pradesh, C",Flood,General flood,,185,2000000,,2006-0712
19081977,1977,8,19,,,,,Indonesia,"Sumbaya, Lombok, Sumba (N",Earthquake (seismic activity),Earthquake (ground shaking),,185,3975,1.2,1977-0106
5072004,2004,7,50,,,,,Nepal,"Rautahat, Udaypur, Dang, ",Flood,General flood,,185,800015,,2004-0298
25112003,2003,11,25,,,,,Zaire/Congo Dem Rep,"Maindombe lake (Kesenge, ",Transport Accident,Water,Baleiniere 'Dieu merci',185,222,,2003-0575
61959,1959,6,,,,,,Colombia,,Flood,,,184,,,1959-0035
